,SalePrice,Lot.Area,Gr.Liv.Area,Heating.QC,Central.Air
1363,127500,7200,1040,Bueno,SI
1364,127000,7006,1236,Tipico_pobre,SI
1365,89500,7920,1406,Tipico_pobre,SI
1366,125000,8235,825,Tipico_pobre,SI
1367,79900,5586,1198,Bueno,SI
1368,85000,10320,759,Tipico_pobre,SI
1369,82375,10320,1344,Excelente,NO
1370,135000,10320,1469,Excelente,SI
1371,124000,9488,1054,Bueno,NO
1372,134000,8250,1211,Excelente,SI
1373,135000,21286,1271,Tipico_pobre,SI
1374,134432,17120,1588,Tipico_pobre,SI
1375,127500,10106,1355,Bueno,SI
1376,148000,11235,1075,Tipico_pobre,SI
1377,129500,11200,1040,Excelente,SI
1378,157500,13014,1096,Tipico_pobre,SI
1379,109900,7162,904,Tipico_pobre,SI
1380,145000,10265,992,Excelente,SI
1381,130000,9764,894,Excelente,SI
1382,153000,7703,1034,Excelente,SI
1383,120000,9981,1073,Bueno,SI
1384,152000,7400,1126,Tipico_pobre,SI
1385,108959,12900,1258,Tipico_pobre,SI
1386,95541,12900,1140,Tipico_pobre,SI
1387,80000,9000,1006,Tipico_pobre,SI
1388,149350,8544,1228,Bueno,SI
1389,144900,9239,960,Excelente,SI
1390,185000,14175,1188,Tipico_pobre,SI
1391,165000,13284,1383,Tipico_pobre,SI
1392,235000,13500,1252,Bueno,SI
1393,140000,13825,1601,Tipico_pobre,SI
1394,108000,10200,672,Excelente,SI
1395,145000,10532,1721,Bueno,SI
1396,152400,8375,1350,Bueno,SI
1397,144000,10200,904,Excelente,SI
1398,173000,2887,1291,Excelente,SI
1399,192000,10005,2022,Excelente,SI
1400,245000,20270,1524,Tipico_pobre,SI
1401,241500,39104,1363,Excelente,SI
1402,256000,53227,1663,Excelente,SI
1403,177000,11512,1357,Bueno,SI
1404,125600,5190,1079,Tipico_pobre,SI
1405,155000,10452,1094,Excelente,SI
1406,240000,45600,2358,Tipico_pobre,SI
1407,260000,19550,1518,Excelente,SI
1408,185000,21780,1674,Excelente,SI
1409,235000,13728,2108,Excelente,SI
1410,159900,9571,1509,Tipico_pobre,SI
1411,99600,9350,864,Tipico_pobre,NO
1412,134500,9360,1269,Tipico_pobre,SI
1413,119000,8405,1367,Excelente,SI
1414,107500,7000,1347,Tipico_pobre,SI
1415,125000,10880,1164,Tipico_pobre,NO
1416,79000,9600,1096,Tipico_pobre,NO
1417,95000,9084,1111,Tipico_pobre,NO
1418,262280,11839,2329,Excelente,SI
1419,260000,9771,2814,Excelente,SI
1420,226500,9938,1626,Excelente,SI
1421,225000,14171,2200,Excelente,SI
1422,229000,10541,2037,Excelente,SI
1423,177439,10616,1356,Excelente,SI
1424,248500,9345,1615,Excelente,SI
1425,475000,11778,2276,Excelente,SI
1426,395039,11778,1766,Excelente,SI
1427,228000,11228,2097,Excelente,SI
1428,225000,11454,1511,Excelente,SI
1429,195000,11500,1643,Excelente,SI
1430,200000,12798,1688,Bueno,SI
1431,155000,9750,990,Excelente,SI
1432,144000,9525,1099,Excelente,SI
1433,145000,9245,990,Excelente,SI
1434,226001,8696,1418,Excelente,SI
1435,215700,13142,1771,Excelente,SI
1436,207500,8998,1652,Excelente,SI
1437,193000,9179,1790,Excelente,SI
1438,188000,8924,1724,Excelente,SI
1439,191000,9382,1479,Excelente,SI
1440,221000,12803,1494,Excelente,SI
1441,231500,12435,1792,Excelente,SI
1442,235000,12192,1823,Excelente,SI
1443,223500,11250,1786,Excelente,SI
1444,130250,9200,938,Tipico_pobre,SI
1445,149900,8385,985,Tipico_pobre,SI
1446,158000,12250,1174,Excelente,SI
1447,147000,10970,1026,Tipico_pobre,SI
1448,143195,9216,1076,Tipico_pobre,SI
1449,163000,14330,1558,Tipico_pobre,SI
1450,110000,7990,924,Tipico_pobre,SI
1451,127000,7180,864,Tipico_pobre,SI
1452,124900,7200,780,Excelente,SI
1453,230000,9742,1795,Excelente,SI
1454,237000,9473,2031,Excelente,SI
1455,235000,10316,1865,Excelente,SI
1456,230500,10400,2161,Excelente,SI
1457,230000,9066,1852,Excelente,SI
1458,222500,11404,2031,Excelente,SI
1459,287000,9240,2263,Excelente,SI
1460,274000,9720,1947,Excelente,SI
1461,300000,14860,1786,Excelente,SI
1462,255900,11250,2290,Excelente,SI
1463,224900,8158,1768,Excelente,SI
1464,240000,10905,2327,Excelente,SI
1465,183000,7226,1640,Excelente,SI
1466,207000,11690,1764,Excelente,SI
1467,210000,8750,1908,Excelente,SI
1468,136500,4435,848,Excelente,SI
1469,145000,4426,848,Excelente,SI
1470,208900,13125,1493,Excelente,SI
1471,185000,10126,1838,Excelente,SI
1472,214000,9135,1536,Excelente,SI
1473,208500,8450,1710,Excelente,SI
1474,186500,9750,1445,Excelente,SI
1475,210000,8450,1436,Excelente,SI
1476,185900,8320,1582,Excelente,SI
1477,179900,11049,1234,Excelente,SI
1478,218836,11058,1564,Excelente,SI
1479,193000,9627,1361,Excelente,SI
1480,189000,8199,1456,Excelente,SI
1481,149300,4426,848,Excelente,SI
1482,141000,4426,848,Excelente,SI
1483,149000,4438,848,Excelente,SI
1484,144500,4438,848,Excelente,SI
1485,85000,8777,796,Bueno,SI
1486,145900,8777,2200,Bueno,SI
1487,123000,9825,1092,Tipico_pobre,SI
1488,147500,9937,1256,Bueno,SI
1489,165000,12102,1033,Excelente,SI
1490,135000,6500,1127,Tipico_pobre,SI
1491,108000,13907,996,Excelente,SI
1492,137500,10012,1181,Tipico_pobre,SI
1493,165400,6931,1656,Excelente,SI
1494,147000,9638,1117,Tipico_pobre,SI
1495,160500,7200,1398,Tipico_pobre,SI
1496,176000,7024,1132,Excelente,SI
1497,284700,47007,3820,Tipico_pobre,SI
1498,160000,63887,5642,Excelente,SI
1499,148000,3675,1072,Excelente,SI
1500,82000,6040,1152,Tipico_pobre,NO
1501,82000,6012,1152,Tipico_pobre,NO
1502,118000,12108,1440,Tipico_pobre,NO
1503,82500,6845,1152,Tipico_pobre,NO
1504,91900,6931,784,Tipico_pobre,NO
1505,120000,12180,1053,Bueno,SI
1506,96000,8050,1137,Bueno,SI
1507,99000,9520,930,Tipico_pobre,SI
1508,130500,11767,1200,Excelente,SI
1509,135000,8172,1470,Excelente,SI
1510,135500,16466,1393,Tipico_pobre,SI
1511,100000,7692,1204,Bueno,SI
1512,108000,5142,1292,Tipico_pobre,SI
1513,98000,5604,864,Tipico_pobre,NO
1514,67000,8248,864,Tipico_pobre,NO
1515,135900,5687,1716,Excelente,NO
1516,140000,12155,1482,Tipico_pobre,NO
1517,179500,8400,2192,Excelente,SI
1518,136500,8400,1694,Tipico_pobre,SI
1519,168000,7290,1424,Excelente,SI
1520,130000,8525,1964,Tipico_pobre,NO
1521,189000,9842,2601,Excelente,SI
1522,161900,7804,1920,Excelente,SI
1523,145000,8969,1316,Excelente,SI
1524,191000,11526,2555,Tipico_pobre,SI
1525,177000,15576,1680,Excelente,SI
1526,147500,15564,1264,Excelente,SI
1527,91000,6292,790,Tipico_pobre,NO
1528,231000,7609,1512,Excelente,SI
1529,115000,10480,1639,Excelente,SI
1530,138000,9650,1603,Tipico_pobre,SI
1531,149000,7200,1502,Tipico_pobre,SI
1532,188700,11988,1660,Tipico_pobre,SI
1533,198000,11700,1938,Excelente,SI
1534,110000,9260,1374,Tipico_pobre,SI
1535,104000,7801,1091,Tipico_pobre,NO
1536,257076,9670,1873,Tipico_pobre,SI
1537,381000,14100,3447,Excelente,SI
1538,311500,15660,1954,Excelente,SI
1539,263400,12392,2161,Excelente,SI
1540,236500,26073,1898,Excelente,SI
1541,224000,14778,1640,Excelente,SI
1542,116500,1879,1032,Tipico_pobre,SI
1543,151000,1950,1556,Tipico_pobre,SI
1544,126000,7000,919,Tipico_pobre,SI
1545,120000,6000,1090,Bueno,SI
1546,55000,3636,796,Tipico_pobre,NO
1547,120500,5890,816,Excelente,SI
1548,120500,6900,778,Excelente,SI
1549,119000,8155,1200,Bueno,SI
1550,126000,6000,1656,Excelente,SI
1551,99500,7392,912,Tipico_pobre,SI
1552,165500,9000,1955,Bueno,SI
1553,13100,14584,733,Tipico_pobre,NO
1554,89000,5280,1361,Excelente,NO
1555,40000,8500,1317,Tipico_pobre,NO
1556,80900,5150,1049,Tipico_pobre,NO
1557,81000,18000,894,Tipico_pobre,SI
1558,65000,9000,864,Excelente,SI
1559,392500,5587,1652,Excelente,SI
1560,294464,3843,1648,Excelente,SI
1561,250000,3811,1646,Excelente,SI
1562,275000,3842,1646,Excelente,SI
1563,300000,23730,2032,Excelente,SI
1564,271000,13265,1689,Excelente,SI
1565,213000,11050,1820,Excelente,SI
1566,171000,9880,1118,Tipico_pobre,SI
1567,171500,10125,1279,Tipico_pobre,SI
1568,100000,10260,1872,Tipico_pobre,SI
1569,228500,9990,1689,Bueno,SI
1570,228950,164660,1786,Excelente,SI
1571,241500,4084,1501,Bueno,SI
1572,287000,15498,2898,Tipico_pobre,SI
1573,294000,11563,1537,Excelente,SI
1574,293077,9520,1646,Excelente,SI
1575,264966,12852,1780,Excelente,SI
1576,172500,9802,1442,Bueno,SI
1577,167500,9735,1394,Bueno,SI
1578,218689,12018,1612,Excelente,SI
1579,150000,12890,1495,Excelente,SI
1580,184000,12416,1651,Tipico_pobre,SI
1581,180000,18265,1256,Excelente,SI
1582,175000,10200,1509,Excelente,SI
1583,232500,11202,1440,Excelente,SI
1584,195000,7915,1675,Excelente,SI
1585,305000,12244,2262,Excelente,SI
1586,298751,11449,1728,Excelente,SI
1587,370000,11447,1964,Excelente,SI
1588,209200,8940,1344,Excelente,SI
1589,206300,7060,1344,Excelente,SI
1590,146000,9278,1092,Excelente,SI
1591,160500,4500,1189,Excelente,SI
1592,173000,14137,1200,Bueno,SI
1593,124000,4224,1040,Bueno,SI
1594,115000,2665,1304,Tipico_pobre,SI
1595,129500,2665,1475,Tipico_pobre,SI
1596,105000,1974,988,Bueno,SI
1597,94900,1596,988,Tipico_pobre,SI
1598,152500,17979,1160,Excelente,SI
1599,98000,1477,1092,Excelente,SI
1600,81000,1890,630,Bueno,SI
1601,113000,21750,988,Excelente,SI
1602,128500,6490,816,Excelente,SI
1603,119500,6951,923,Tipico_pobre,SI
1604,130500,6600,816,Excelente,SI
1605,138000,6600,816,Excelente,SI
1606,134500,6600,845,Bueno,SI
1607,160000,12508,1750,Excelente,SI
1608,137500,12395,889,Tipico_pobre,SI
1609,172000,11075,1968,Excelente,SI
1610,103000,56600,1836,Excelente,SI
1611,167300,10667,1587,Tipico_pobre,SI
1612,167000,10628,1277,Tipico_pobre,SI
1613,244000,13651,2223,Excelente,SI
1614,268000,15865,2217,Excelente,SI
1615,225000,12394,1733,Excelente,SI
1616,168000,10364,1572,Bueno,SI
1617,177000,13869,1470,Bueno,SI
1618,169000,8773,1600,Bueno,SI
1619,161500,8872,1384,Bueno,SI
1620,251000,5330,1652,Excelente,SI
1621,160000,10147,1694,Bueno,SI
1622,180000,8637,1714,Bueno,SI
1623,178750,7875,1553,Bueno,SI
1624,176000,7875,1253,Bueno,SI
1625,204000,7500,2299,Excelente,SI
1626,160000,9556,1187,Bueno,SI
1627,160000,10784,1472,Bueno,SI
1628,163900,9125,1482,Bueno,SI
1629,168000,7655,1642,Bueno,SI
1630,154204,18160,1128,Tipico_pobre,SI
1631,170000,3696,1088,Excelente,SI
1632,207500,5062,2090,Bueno,SI
1633,182000,4740,1179,Bueno,SI
1634,212000,5118,1321,Bueno,SI
1635,377426,14157,1922,Excelente,SI
1636,349265,12328,2541,Excelente,SI
1637,591587,51974,2338,Excelente,SI
1638,155000,41600,1424,Tipico_pobre,SI
1639,319900,8035,1612,Excelente,SI
1640,392000,8089,1419,Excelente,SI
1641,441929,14082,2234,Excelente,SI
1642,455000,13870,2042,Excelente,SI
1643,182900,12546,1440,Excelente,SI
1644,174000,10960,1284,Tipico_pobre,SI
1645,178000,12090,1868,Excelente,SI
1646,176000,12090,1479,Excelente,SI
1647,213000,12299,1664,Tipico_pobre,SI
1648,192000,11339,1930,Tipico_pobre,SI
1649,190000,11952,1969,Tipico_pobre,SI
1650,195000,12046,2030,Tipico_pobre,SI
1651,148000,10395,1032,Tipico_pobre,SI
1652,151500,11850,1177,Tipico_pobre,SI
1653,197000,11584,1725,Tipico_pobre,SI
1654,192350,10400,1353,Excelente,SI
1655,152000,10793,1620,Excelente,SI
1656,170000,13001,1220,Tipico_pobre,SI
1657,175000,12243,1484,Bueno,SI
1658,175000,11700,1743,Bueno,SI
1659,197900,12384,1935,Tipico_pobre,SI
1660,174000,8991,1324,Tipico_pobre,SI
1661,178900,8000,1877,Tipico_pobre,SI
1662,139000,10500,1109,Tipico_pobre,SI
1663,143250,10530,981,Tipico_pobre,SI
1664,184000,7472,1479,Bueno,SI
1665,155000,9457,1422,Tipico_pobre,SI
1666,133000,7920,914,Excelente,SI
1667,119500,9758,950,Tipico_pobre,SI
1668,123000,8294,872,Tipico_pobre,SI
1669,110000,7340,858,Tipico_pobre,SI
1670,128000,17199,914,Excelente,SI
1671,120500,9000,864,Tipico_pobre,SI
1672,133000,4058,767,Excelente,SI
1673,155000,4113,1337,Excelente,SI
1674,177000,10943,1337,Excelente,SI
1675,113500,2205,1092,Tipico_pobre,SI
1676,113000,1890,1218,Tipico_pobre,SI
1677,113700,2058,1218,Excelente,SI
1678,106000,2016,1302,Tipico_pobre,SI
1679,122500,1920,1365,Excelente,SI
1680,128000,4928,958,Tipico_pobre,SI
1681,155000,2308,1548,Tipico_pobre,SI
1682,142500,2304,1055,Tipico_pobre,SI
1683,129250,7150,988,Tipico_pobre,SI
1684,356000,12469,1816,Excelente,SI
1685,314813,11694,1828,Excelente,SI
1686,318000,12030,1694,Excelente,SI
1687,322400,11825,1694,Excelente,SI
1688,318000,12085,1734,Excelente,SI
1689,345474,14333,2122,Excelente,SI
1690,415298,14450,2121,Excelente,SI
1691,492000,13641,2656,Excelente,SI
1692,338931,13440,2550,Excelente,SI
1693,450000,15431,2046,Excelente,SI
1694,280000,14154,2172,Excelente,SI
1695,479069,13891,2552,Excelente,SI
1696,395000,14226,1973,Bueno,SI
1697,380000,13693,2643,Excelente,SI
1698,250000,11428,1634,Excelente,SI
1699,440000,14977,1976,Excelente,SI
1700,418000,13654,2758,Excelente,SI
1701,500067,17169,2290,Excelente,SI
1702,260116,16659,2152,Excelente,SI
1703,317000,9591,2473,Excelente,SI
1704,319500,9709,2100,Excelente,SI
1705,325624,10562,2161,Excelente,SI
1706,372000,13615,1802,Excelente,SI
1707,342000,13069,2956,Excelente,SI
1708,354000,12099,2468,Excelente,SI
1709,350000,14277,2385,Excelente,SI
1710,285000,11999,2374,Excelente,SI
1711,281500,12568,1818,Excelente,SI
1712,245700,9926,1614,Excelente,SI
1713,232698,9254,1721,Excelente,SI
1714,250000,10732,1828,Excelente,SI
1715,194700,7577,1362,Excelente,SI
1716,204000,3901,1302,Excelente,SI
1717,200000,3903,1302,Excelente,SI
1718,207000,6289,1362,Excelente,SI
1719,209500,4590,1554,Excelente,SI
1720,209500,4590,1554,Excelente,SI
1721,202500,6442,1370,Excelente,SI
1722,280000,7841,1577,Excelente,SI
1723,277500,7313,1561,Excelente,SI
1724,318061,7820,1869,Excelente,SI
1725,221370,6240,1324,Excelente,SI
1726,200000,3242,1405,Excelente,SI
1727,181755,15810,1496,Excelente,SI
1728,176000,10237,1536,Excelente,SI
1729,178900,10237,1484,Excelente,SI
1730,168165,13204,1458,Excelente,SI
1731,171925,8857,1495,Excelente,SI
1732,198444,9729,1746,Excelente,SI
1733,203000,12216,1326,Excelente,SI
1734,179540,9018,1456,Excelente,SI
1735,176485,8993,1302,Excelente,SI
1736,181134,8899,1340,Excelente,SI
1737,156932,8499,1412,Excelente,SI
1738,166000,8229,1504,Excelente,SI
1739,177594,7713,1456,Excelente,SI
1740,173500,7697,1258,Excelente,SI
1741,172500,3922,1258,Excelente,SI
1742,194201,3922,1402,Excelente,SI
1743,226500,3621,1589,Excelente,SI
1744,185485,3710,1266,Excelente,SI
1745,259000,14572,1530,Excelente,SI
1746,188500,16219,1119,Excelente,SI
1747,175000,11084,1374,Excelente,SI
1748,215000,11796,1959,Excelente,SI
1749,206580,10936,1525,Excelente,SI
1750,183500,8244,1720,Excelente,SI
1751,165500,11950,1394,Excelente,SI
1752,211000,7875,1948,Excelente,SI
1753,181000,8063,1690,Excelente,SI
1754,219500,8740,1995,Excelente,SI
1755,175000,7917,1647,Excelente,SI
1756,170000,9967,1430,Excelente,SI
1757,162000,7750,1320,Excelente,SI
1758,187000,9487,1690,Excelente,SI
1759,185000,9649,1644,Excelente,SI
1760,745000,15623,4476,Excelente,SI
1761,384500,12191,2551,Excelente,SI
1762,248000,11000,2285,Excelente,SI
1763,466500,11400,2633,Excelente,SI
1764,410000,10557,3078,Excelente,SI
1765,322500,11002,2582,Excelente,SI
1766,252000,10790,2385,Excelente,SI
1767,755000,21535,4316,Excelente,SI
1768,269790,9920,2013,Excelente,SI
1769,315750,11787,2398,Excelente,SI
1770,290000,9950,2520,Excelente,SI
1771,290000,12257,2531,Excelente,SI
1772,430000,12692,3228,Excelente,SI
1773,263000,11762,2202,Excelente,SI
1774,330000,9044,2538,Excelente,SI
1775,213133,9910,1369,Excelente,SI
1776,260261,11830,1542,Excelente,SI
1777,320000,11670,1905,Excelente,SI
1778,282922,15256,1464,Excelente,SI
1779,215000,10612,1534,Bueno,SI
1780,419005,12291,1966,Excelente,SI
1781,255000,13501,1636,Excelente,SI
1782,147000,9986,1795,Excelente,SI
1783,235876,9965,1528,Excelente,SI
1784,311872,9416,1726,Excelente,SI
1785,248328,9849,1689,Excelente,SI
1786,227000,10000,1588,Excelente,SI
1787,260000,8847,1538,Excelente,SI
1788,225000,9158,1496,Excelente,SI
1789,249000,8251,1506,Excelente,SI
1790,307000,10084,1694,Excelente,SI
1791,250000,9605,1977,Excelente,SI
1792,221300,8778,1830,Excelente,SI
1793,208900,8640,1338,Excelente,SI
1794,210400,9000,1335,Excelente,SI
1795,255000,8640,1792,Excelente,SI
1796,212109,10411,1588,Excelente,SI
1797,270000,9000,1959,Excelente,SI
1798,303477,9000,2610,Excelente,SI
1799,310013,12217,1880,Excelente,SI
1800,249700,11096,1656,Excelente,SI
1801,227875,10207,1761,Excelente,SI
1802,261329,10440,1584,Excelente,SI
1803,253000,11824,1685,Excelente,SI
1804,265000,10625,2443,Excelente,SI
1805,340000,11143,2466,Excelente,SI
1806,146000,7500,1100,Excelente,SI
1807,147000,7500,1143,Excelente,SI
1808,149000,12450,1094,Excelente,SI
1809,181000,7441,1486,Excelente,SI
1810,201000,8462,1721,Excelente,SI
1811,191750,11613,1820,Excelente,SI
1812,179000,8450,1349,Excelente,SI
1813,215000,16196,1494,Excelente,SI
1814,179200,8012,1575,Bueno,SI
1815,128000,8012,1266,Excelente,SI
1816,144000,9180,884,Bueno,SI
1817,144000,8400,2020,Tipico_pobre,SI
1818,120750,6285,894,Tipico_pobre,SI
1819,132500,8480,970,Tipico_pobre,SI
1820,132000,7420,1057,Tipico_pobre,SI
1821,132500,7758,999,Bueno,SI
1822,129000,6970,1120,Tipico_pobre,SI
1823,143900,13673,1696,Tipico_pobre,SI
1824,145000,7476,1040,Tipico_pobre,SI
1825,128500,9945,988,Tipico_pobre,SI
1826,125500,6173,902,Tipico_pobre,SI
1827,300000,19522,2503,Bueno,SI
1828,294000,17542,2167,Tipico_pobre,SI
1829,129000,10751,1037,Tipico_pobre,SI
1830,171000,16647,1701,Tipico_pobre,SI
1831,147000,12712,1055,Tipico_pobre,SI
1832,302000,9572,2810,Excelente,SI
1833,285000,10678,2872,Excelente,SI
1834,214000,4379,1378,Excelente,SI
1835,166000,3523,1151,Excelente,SI
1836,193800,3784,1565,Excelente,SI
1837,208900,4230,1352,Excelente,SI
1838,194000,3606,1352,Excelente,SI
1839,207500,5330,1550,Excelente,SI
1840,199900,4274,1241,Excelente,SI
1841,164700,4251,1250,Excelente,SI
1842,176500,2280,1501,Bueno,SI
1843,176000,3230,1458,Bueno,SI
1844,168500,2117,1512,Excelente,SI
1845,177000,2117,1573,Excelente,SI
1846,177000,2117,1525,Excelente,SI
1847,148800,5105,1102,Excelente,SI
1848,174000,2645,1441,Excelente,SI
1849,239000,7399,1950,Excelente,SI
1850,204000,7321,1358,Excelente,SI
1851,301000,8010,2048,Excelente,SI
1852,312500,8413,2362,Excelente,SI
1853,279700,9466,1494,Excelente,SI
1854,255000,12000,2362,Excelente,SI
1855,194000,16157,1432,Excelente,SI
1856,218000,10768,1437,Tipico_pobre,SI
1857,213750,3840,1295,Tipico_pobre,SI
1858,187000,9600,1855,Excelente,SI
1859,181500,9600,1262,Excelente,SI
1860,373000,17778,2497,Bueno,SI
1861,190000,18890,2620,Excelente,SI
1862,226000,7050,1929,Excelente,SI
1863,143450,11700,1152,Excelente,SI
1864,240050,8000,2411,Tipico_pobre,SI
1865,162500,8723,1082,Excelente,SI
1866,164000,11700,1295,Tipico_pobre,SI
1867,185000,11358,1610,Tipico_pobre,SI
1868,188500,9547,1594,Excelente,SI
1869,255000,10530,2075,Excelente,SI
1870,136905,11500,1680,Tipico_pobre,SI
1871,158500,10738,1093,Bueno,SI
1872,175500,9600,1242,Tipico_pobre,SI
1873,127000,10800,1052,Tipico_pobre,SI
1874,127000,8050,1107,Tipico_pobre,SI
1875,143000,10355,1214,Tipico_pobre,SI
1876,156000,10289,1073,Tipico_pobre,SI
1877,144000,9503,1344,Tipico_pobre,SI
1878,119000,10624,1728,Tipico_pobre,SI
1879,103000,10899,1224,Tipico_pobre,NO
1880,139900,12342,1422,Tipico_pobre,SI
1881,151500,12772,958,Tipico_pobre,SI
1882,126500,8892,1065,Bueno,SI
1883,145000,10482,1138,Excelente,SI
1884,120000,7535,912,Tipico_pobre,SI
1885,124000,7450,1074,Bueno,SI
1886,106500,8339,882,Tipico_pobre,SI
1887,140500,14357,1187,Tipico_pobre,SI
1888,137500,8243,964,Excelente,SI
1889,117600,8680,894,Tipico_pobre,SI
1890,163500,8800,1200,Excelente,SI
1891,161000,9200,1042,Tipico_pobre,SI
1892,158000,9350,1302,Excelente,SI
1893,224500,8800,2154,Excelente,SI
1894,147000,11382,1374,Tipico_pobre,SI
1895,200000,22002,1652,Bueno,SI
1896,181900,14585,1429,Excelente,SI
1897,150750,7388,1327,Bueno,SI
1898,101800,9842,1224,Tipico_pobre,SI
1899,124000,8280,932,Excelente,SI
1900,138500,12172,908,Tipico_pobre,SI
1901,39300,5000,334,Tipico_pobre,NO
1902,64500,5000,666,Tipico_pobre,NO
1903,64000,3500,670,Tipico_pobre,NO
1904,112000,5175,808,Excelente,SI
1905,165000,9500,1977,Tipico_pobre,SI
1906,144000,9600,1150,Excelente,SI
1907,137000,11345,1920,Bueno,SI
1908,105000,9492,1376,Tipico_pobre,SI
1909,146500,9480,1644,Excelente,SI
1910,126000,8668,1560,Tipico_pobre,SI
1911,175000,10050,1280,Excelente,SI
1912,158500,9600,1254,Tipico_pobre,SI
1913,114500,10150,912,Excelente,SI
1914,144000,11344,1524,Tipico_pobre,SI
1915,129000,18450,2380,Tipico_pobre,SI
1916,141000,8760,936,Tipico_pobre,SI
1917,131000,6860,1008,Excelente,SI
1918,142100,8250,1053,Bueno,SI
1919,139000,8176,1056,Tipico_pobre,SI
1920,157900,9750,1442,Bueno,SI
1921,139400,9250,1056,Tipico_pobre,SI
1922,150000,11988,1244,Excelente,SI
1923,120000,9100,1144,Tipico_pobre,SI
1924,174850,9736,1721,Bueno,SI
1925,116000,9770,922,Tipico_pobre,SI
1926,135000,10152,1048,Tipico_pobre,SI
1927,163500,12155,1657,Bueno,SI
1928,130000,12198,1411,Tipico_pobre,SI
1929,129500,10050,1216,Tipico_pobre,SI
1930,142000,11556,1154,Bueno,SI
1931,128600,8078,1560,Tipico_pobre,SI
1932,125000,10950,948,Tipico_pobre,SI
1933,136000,7942,1040,Tipico_pobre,SI
1934,134500,8923,1008,Bueno,SI
1935,127000,8540,925,Tipico_pobre,SI
1936,130000,7134,1360,Tipico_pobre,SI
1937,115000,7150,1540,Bueno,SI
1938,116900,8400,925,Tipico_pobre,SI
1939,132000,13300,928,Tipico_pobre,SI
1940,153000,9532,1647,Bueno,SI
1941,112500,15783,924,Tipico_pobre,SI
1942,138000,14190,1544,Bueno,SI
1943,135000,9600,893,Tipico_pobre,SI
1944,156000,12099,1728,Excelente,SI
1945,301600,21281,3086,Bueno,SI
1946,109000,10134,1034,Bueno,SI
1947,103200,5500,882,Excelente,SI
1948,128500,10284,1281,Excelente,SI
1949,64500,10800,968,Tipico_pobre,SI
1950,148000,10800,1534,Excelente,SI
1951,86000,5400,691,Excelente,SI
1952,172000,10090,1651,Tipico_pobre,SI
1953,120000,8700,888,Bueno,SI
1954,128500,8300,952,Bueno,SI
1955,135000,11606,2080,Tipico_pobre,SI
1956,122900,8064,924,Excelente,SI
1957,119200,11664,1082,Tipico_pobre,SI
1958,143000,10496,1846,Excelente,SI
1959,119000,7200,988,Tipico_pobre,SI
1960,102000,7200,1238,Tipico_pobre,SI
1961,129000,7200,864,Bueno,SI
1962,135000,7000,1134,Excelente,SI
1963,152000,7500,1040,Excelente,SI
1964,140000,7315,1170,Tipico_pobre,SI
1965,152000,7903,1242,Bueno,SI
1966,156500,8000,1377,Tipico_pobre,SI
1967,141000,8000,1800,Excelente,NO
1968,99000,7000,925,Bueno,SI
1969,187000,9760,1851,Bueno,SI
1970,169500,7590,1812,Tipico_pobre,SI
1971,125500,6600,864,Bueno,SI
1972,130000,6760,936,Tipico_pobre,SI
1973,103000,6978,960,Tipico_pobre,SI
1974,132000,9600,1432,Excelente,SI
1975,127500,6000,1296,Tipico_pobre,SI
1976,89500,4480,1022,Tipico_pobre,NO
1977,140000,7200,936,Tipico_pobre,SI
1978,99900,3153,967,Bueno,SI
1979,100000,10800,1047,Bueno,SI
1980,130000,7200,1072,Excelente,SI
1981,135000,9000,1174,Excelente,SI
1982,120000,6000,1183,Excelente,SI
1983,89471,5925,1131,Tipico_pobre,SI
1984,85000,5925,1141,Bueno,NO
1985,108500,6000,960,Bueno,SI
1986,137000,9639,1798,Excelente,SI
1987,110500,3880,866,Bueno,SI
1988,100000,8520,968,Tipico_pobre,SI
1989,184900,10337,1772,Excelente,NO
1990,145000,9863,1642,Tipico_pobre,SI
1991,125000,9600,1472,Bueno,SI
1992,114000,4571,1232,Excelente,SI
1993,90000,13600,2337,Tipico_pobre,NO
1994,144100,8398,1650,Tipico_pobre,SI
1995,117500,9900,2210,Tipico_pobre,SI
1996,124500,3600,1358,Bueno,SI
1997,185000,13500,2454,Tipico_pobre,SI
1998,133900,7200,2291,Excelente,NO
1999,152000,5400,1616,Bueno,SI
2000,153500,8100,1559,Bueno,SI
2001,159500,10800,2554,Excelente,SI
2002,87000,9439,1248,Bueno,SI
2003,104500,8626,968,Bueno,SI
2004,110000,11800,1382,Excelente,SI
2005,136500,6854,1060,Tipico_pobre,NO
2006,128250,8674,1435,Tipico_pobre,SI
2007,144000,8731,1167,Tipico_pobre,SI
2008,210000,8737,1635,Excelente,SI
2009,135000,6125,1274,Excelente,SI
2010,128000,6000,1232,Excelente,SI
2011,131000,6000,1218,Excelente,SI
2012,113000,6120,884,Excelente,SI
2013,126000,6240,1409,Bueno,SI
2014,132000,6240,1322,Excelente,SI
2015,131750,6240,1426,Excelente,SI
2016,132500,6120,1281,Bueno,SI
2017,137500,6120,1513,Excelente,SI
2018,132000,6120,854,Excelente,SI
2019,127500,6240,1367,Tipico_pobre,SI
2020,102000,6180,986,Tipico_pobre,NO
2021,200000,7755,2264,Excelente,SI
2022,180500,13515,1824,Excelente,SI
2023,165000,8850,1376,Excelente,SI
2024,90000,8550,1316,Tipico_pobre,SI
2025,153575,8730,1396,Excelente,SI
